BirthRate,Business Tax Rate,CO2 Emissions,Above Threshold?,GDP per Capita,Birth Rate Bin,LifeExpectancy,Ease of Business (clusters),Country,Days to Start Business,Ease of Business,Energy Usage,GDP per Capita (bin),GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,InfantMortalityRate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
3.90%,0.429,678,Below Threshold,$210 ,Above 3%,57,Low,Liberia,68,,,$0 ,$1B,10.20%,$21 ,158,7.20%,1%,0.15,58,56,16%,1,43%,54%,0.03,3.5M,46.70%,Africa,$0B,$0B,12/1/2007
2.30%,,54209,Below Threshold,"$12,418 ",1.5-3%,74,Low,Libya,,,17525,"$9,376 ",$72B,2.50%,$276 ,,1.70%,5%,0.06,76,72,78%,1,30%,66%,0.044,5.8M,77.20%,Africa,$0B,$1B,12/1/2007
3.70%,0.465,1815,Below Threshold,$379 ,Above 3%,62,Moderate,Madagascar,7,,,$0 ,$7B,5.00%,$19 ,238,4.90%,1%,0.45,63,61,11%,1,44%,53%,0.029,19.4M,30.00%,Africa,$1B,$0B,12/1/2007
4.20%,0.33,953,Below Threshold,$266 ,Above 3%,51,Low,Malawi,39,,,$0 ,$4B,6.70%,$18 ,370,6.40%,1%,0.277,51,51,8%,1,46%,51%,0.03,13.7M,15.20%,Africa,$0B,$0B,12/1/2007
4.80%,0.514,579,Below Threshold,$561 ,Above 3%,53,Low,Mali,25,,,$0 ,$7B,7.00%,$39 ,270,9.00%,1%,,52,53,20%,1,46%,51%,0.03,12.7M,33.60%,Africa,$0B,$0B,12/1/2007
3.60%,0.947,1914,Below Threshold,"$1,008 ",Above 3%,61,Low,Mauritania,65,,,$0 ,$3B,4.40%,$37 ,696,7.30%,1%,0.235,62,59,43%,1,41%,56%,0.031,3.3M,54.60%,Africa,,,12/1/2007
1.40%,0.242,3887,Below Threshold,"$6,182 ",Below 1.5%,73,Very Friendly,Mauritius,7,,1194,"$4,688 ",$8B,5.00%,$316 ,161,1.40%,20%,0.219,76,69,76%,1,23%,70%,0.07,1.3M,41.20%,Africa,$2B,$0B,12/1/2007
2.00%,0.444,50267,Below Threshold,"$2,453 ",1.5-3%,70,Friendly,Morocco,12,,14457,$0 ,$75B,5.50%,$134 ,358,3.30%,22%,,71,68,65%,1,30%,65%,0.05,30.7M,56.20%,Africa,$8B,$1B,12/1/2007
4.30%,0.375,2391,Below Threshold,$362 ,Above 3%,48,Moderate,Mozambique,29,,9144,$0 ,$8B,6.00%,$22 ,230,8.20%,1%,0.195,49,47,14%,1,45%,52%,0.032,22.2M,30.40%,Africa,$0B,$0B,12/1/2007
2.80%,0.258,2409,Below Threshold,"$4,247 ",1.5-3%,59,Friendly,Namibia,99,,1345,$0 ,$9B,6.90%,$294 ,339,4.20%,5%,0.129,62,56,39%,1,39%,58%,0.034,2.1M,38.60%,Africa,$1B,$0B,12/1/2007
5.10%,0.424,821,Below Threshold,$302 ,Above 3%,55,Low,Niger,23,,,$0 ,$4B,7.40%,$22 ,270,7.50%,0%,,55,55,6%,1,49%,48%,0.025,14.2M,17.00%,Africa,$0B,$0B,12/1/2007
4.20%,0.322,95210,Below Threshold,"$1,131 ",Above 3%,50,Moderate,Nigeria,27,,107683,$0 ,$166B,7.20%,$81 ,"1,120",9.10%,7%,0.169,50,49,27%,1,44%,54%,0.027,147.2M,40.80%,Africa,$0B,$7B,12/1/2007
3.80%,0.335,557,Below Threshold,$373 ,Above 3%,59,Friendly,Rwanda,16,,,$0 ,$4B,10.00%,$38 ,168,5.50%,2%,0.161,60,57,6%,1,45%,53%,0.024,9.9M,21.10%,Africa,$0B,$0B,12/1/2007
3.80%,0.487,84,Below Threshold,$883 ,Above 3%,65,Low,Sao Tome and Principe,144,,44,$0 ,$0B,7.10%,$66 ,424,4.40%,15%,0.324,67,63,18%,1,42%,54%,0.039,0.2M,59.70%,Africa,$0B,$0B,12/1/2007
3.90%,0.455,5335,Below Threshold,$948 ,Above 3%,62,Low,Senegal,59,,3000,$0 ,$11B,4.70%,$45 ,696,5.20%,8%,,63,60,31%,1,44%,53%,0.031,11.9M,41.50%,Africa,$1B,$0B,12/1/2007
1.80%,0.484,653,Below Threshold,"$12,156 ",1.5-3%,74,Friendly,Seychelles,39,,205,"$9,376 ",$1B,3.40%,$393 ,76,1.20%,38%,0.109,78,69,87%,1,23%,69%,0.075,0.1M,51.50%,Africa,$0B,$0B,12/1/2007
4.00%,2.352,634,Below Threshold,$399 ,Above 3%,44,Moderate,Sierra Leone,26,,,$0 ,$2B,14.00%,$56 ,399,12.20%,0%,0.25,44,43,14%,1,43%,55%,0.025,5.4M,37.40%,Africa,$0B,$0B,12/1/2007
4.60%,,605,Below Threshold,,Above 3%,53,Not Clustered,Somalia,,,,,,,,,10.40%,1%,,55,51,7%,1,48%,49%,0.029,8.9M,36.00%,Africa,,,12/1/2007
2.20%,0.365,443648,Below Threshold,"$5,851 ",1.5-3%,52,Very Friendly,South Africa,31,,136604,"$4,688 ",$286B,7.80%,$449 ,350,4.70%,8%,0.132,53,51,85%,1,30%,65%,0.048,48.9M,60.60%,Africa,$10B,$6B,12/1/2007
3.90%,,,Below Threshold,,Above 3%,52,Low,South Sudan,,,,,,,,,7.90%,,,53,51,,1,44%,53%,0.033,8.7M,17.40%,Africa,,,12/1/2007
3.60%,0.361,12541,Below Threshold,"$1,368 ",Above 3%,61,Moderate,Sudan,39,,15294,$0 ,$45B,6.20%,$85 ,180,5.90%,9%,,62,59,20%,1,43%,54%,0.031,33.2M,32.90%,Africa,$0B,$1B,12/1/2007
3.10%,0.363,1063,Below Threshold,"$2,691 ",Above 3%,47,Moderate,Swaziland,60,,423,$0 ,$3B,7.00%,$190 ,104,7.50%,4%,0.132,47,47,34%,1,41%,56%,0.032,1.1M,21.80%,Africa,$0B,$0B,12/1/2007
4.20%,0.439,6150,Below Threshold,$409 ,Above 3%,56,Moderate,Tanzania,26,,18306,$0 ,$17B,5.70%,$23 ,172,5.00%,2%,0.161,57,55,20%,1,45%,52%,0.03,41.1M,26.10%,Africa,$1B,$1B,12/1/2007
3.80%,0.526,1316,Below Threshold,$432 ,Above 3%,55,Low,Togo,62,,2458,$0 ,$3B,6.50%,$28 ,270,6.50%,2%,,55,54,20%,1,43%,55%,0.028,5.8M,36.10%,Africa,$0B,$0B,12/1/2007
1.70%,0.606,23869,Below Threshold,"$3,806 ",1.5-3%,74,Very Friendly,Tunisia,11,,9039,$0 ,$39B,5.60%,$217 ,268,1.80%,17%,,76,72,76%,1,25%,69%,0.068,10.2M,65.40%,Africa,$3B,$1B,12/1/2007
4.60%,0.368,3128,Below Threshold,$400 ,Above 3%,55,Moderate,Uganda,28,,,$0 ,$12B,9.40%,$37 ,237,6.10%,4%,0.191,55,54,14%,1,49%,48%,0.025,30.7M,13.60%,Africa,$0B,$0B,12/1/2007
4.40%,0.15,1654,Below Threshold,$953 ,Above 3%,50,Friendly,Zambia,33,,7399,$0 ,$12B,6.00%,$57 ,183,7.00%,5%,0.189,51,49,22%,1,47%,50%,0.027,12.1M,37.50%,Africa,$0B,$0B,12/1/2007
3.20%,0.514,10213,Below Threshold,$415 ,Above 3%,47,Low,Zimbabwe,97,,9438,$0 ,$5B,,,256,5.80%,11%,,46,47,10%,1,42%,55%,0.038,12.7M,33.70%,Africa,$0B,,12/1/2007
4.20%,0.363,1991,Below Threshold,$374 ,Above 3%,58,Low,Afghanistan,9,,,$0 ,$10B,10.00%,$30 ,275,8.00%,2%,0.181,59,57,18%,1,49%,49%,0.021,26.3M,23.60%,Asia,,,12/1/2007
1.40%,0.388,5068,Below Threshold,"$3,079 ",Below 1.5%,74,Very Friendly,Armenia,17,,2853,$0 ,$9B,4.30%,$133 ,581,1.90%,6%,0.175,77,70,63%,1,21%,68%,0.114,3.0M,64.10%,Asia,$0B,$0B,12/1/2007
1.80%,0.409,41426,Below Threshold,"$3,851 ",1.5-3%,70,Friendly,Azerbaijan,36,,12113,$0 ,$33B,5.10%,$192 ,952,3.90%,15%,0.191,73,67,52%,1,24%,69%,0.063,8.6M,52.80%,Asia,$0B,$0B,12/1/2007
2.20%,0.37,48467,Below Threshold,$467 ,1.5-3%,69,Moderate,Bangladesh,74,,26626,$0 ,$68B,3.50%,$16 ,400,4.60%,2%,0.16,69,68,24%,1,33%,62%,0.044,146.5M,28.20%,Asia,$0B,$1B,12/1/2007
2.20%,0.408,392,Below Threshold,"$1,761 ",1.5-3%,66,Low,Bhutan,48,,244,$0 ,$1B,5.00%,$88 ,274,4.10%,6%,0.14,66,65,22%,1,32%,64%,0.042,0.7M,32.50%,Asia,$0B,$0B,12/1/2007
1.80%,0.374,10176,Below Threshold,"$32,109 ",1.5-3%,78,Friendly,Brunei Darussalam,116,,3227,"$28,128 ",$12B,2.30%,$738 ,144,0.80%,45%,0.055,79,76,96%,1,28%,69%,0.033,0.4M,74.30%,Asia,$0B,$0B,12/1/2007
2.60%,0.215,3484,Below Threshold,$628 ,1.5-3%,69,Moderate,Cambodia,86,,3482,$0 ,$9B,4.50%,$28 ,137,4.50%,1%,,72,66,19%,1,34%,61%,0.046,13.7M,19.40%,Asia,$1B,$0B,12/1/2007
1.20%,0.812,6791805,Below Threshold,"$2,651 ",Below 1.5%,75,Friendly,China,35,,2044606,$0 ,"$3,494B",4.40%,$113 ,832,1.70%,16%,0.075,76,73,41%,1,19%,73%,0.079,"1,317.9M",45.20%,Asia,$41B,$33B,12/1/2007
1.30%,0.386,6190,Below Threshold,"$2,318 ",Below 1.5%,74,Very Friendly,Georgia,11,,3341,$0 ,$10B,8.20%,$188 ,387,1.90%,8%,0.171,77,70,59%,1,18%,68%,0.146,4.4M,52.60%,Asia,$0B,$0B,12/1/2007
1.00%,0.241,39963,Below Threshold,"$30,594 ",Below 1.5%,82,Very Friendly,"Hong Kong SAR, China",11,,14338,"$28,128 ",$212B,,,80,,65%,0.068,85,79,155%,1,13%,74%,0.124,6.9M,100.00%,Asia,$18B,$15B,12/1/2007
2.20%,0.727,1611404,Below Threshold,"$1,069 ",1.5-3%,65,Moderate,India,33,,604659,$0 ,"$1,239B",3.90%,$40 ,271,5.20%,4%,0.13,66,63,20%,1,31%,64%,0.049,"1,159.1M",29.90%,Asia,$11B,$11B,12/1/2007
2.10%,0.375,375545,Below Threshold,"$1,871 ",1.5-3%,69,Moderate,Indonesia,105,,182885,$0 ,$432B,3.10%,$58 ,266,3.10%,6%,0.139,71,67,40%,1,30%,65%,0.049,231.0M,47.50%,Asia,$6B,$7B,12/1/2007
0.90%,0.525,1251136,Below Threshold,"$34,095 ",Below 1.5%,83,Very Friendly,Japan,22,,515198,"$32,816 ","$4,356B",8.20%,"$2,801 ",350,0.30%,74%,0.019,86,79,84%,1,14%,65%,0.21,127.8M,88.00%,Asia,$12B,$37B,12/1/2007
2.10%,0.414,220313,Below Threshold,"$6,771 ",1.5-3%,67,Friendly,Kazakhstan,21,,66231,"$4,688 ",$105B,3.40%,$233 ,271,2.50%,4%,,73,61,80%,1,24%,68%,0.073,15.5M,54.30%,Asia,$1B,$1B,12/1/2007
1.50%,,70370,Below Threshold,,1.5-3%,69,Not Clustered,"Korea, Dem. Rep.",,,18300,,,,,,2.60%,,,72,65,,1,24%,68%,0.08,24.1M,60.00%,Asia,,,12/1/2007
1.00%,0.302,495837,Below Threshold,"$23,101 ",Below 1.5%,80,Very Friendly,"Korea, Rep.",17,,222147,"$18,752 ","$1,123B",6.40%,"$1,379 ",290,0.40%,79%,0.066,83,76,93%,1,18%,72%,0.1,48.6M,81.60%,Asia,$9B,$24B,12/1/2007
2.30%,0.614,5871,Below Threshold,$722 ,1.5-3%,68,Friendly,Kyrgyz Republic,21,,2726,$0 ,$4B,6.90%,$51 ,202,3.20%,14%,0.253,72,64,42%,1,30%,64%,0.052,5.3M,35.30%,Asia,$0B,$0B,12/1/2007
2.90%,0.352,1668,Below Threshold,$702 ,1.5-3%,66,Low,Lao PDR,93,,,$0 ,$4B,4.20%,$29 ,672,6.50%,2%,0.285,67,64,25%,1,39%,57%,0.037,6.0M,29.70%,Asia,$0B,$0B,12/1/2007
0.80%,,1404,Below Threshold,"$36,607 ",Below 1.5%,80,Not Clustered,"Macao SAR, China",,,,"$32,816 ",$18B,,,,,47%,0.078,82,77,161%,1,15%,78%,0.071,0.5M,100.00%,Asia,$14B,$1B,12/1/2007
1.80%,0.36,205308,Below Threshold,"$7,218 ",1.5-3%,74,Very Friendly,Malaysia,31,,69970,"$4,688 ",$194B,3.50%,$256 ,166,0.70%,56%,0.064,76,72,87%,1,29%,66%,0.045,26.8M,68.40%,Asia,$18B,$7B,12/1/2007
2.20%,0.093,917,Below Threshold,"$5,003 ",1.5-3%,76,Friendly,Maldives,9,,299,"$4,688 ",$2B,6.30%,$315 ,,1.50%,16%,0.13,77,74,102%,1,32%,63%,0.048,0.3M,36.30%,Asia,$2B,$0B,12/1/2007
2.20%,0.398,10092,Below Threshold,"$1,632 ",1.5-3%,66,Friendly,Mongolia,13,,3114,$0 ,$4B,5.70%,$93 ,204,3.30%,9%,0.218,70,62,46%,1,28%,69%,0.038,2.6M,64.60%,Asia,$0B,$0B,12/1/2007
1.90%,,12636,Below Threshold,,1.5-3%,64,Low,Myanmar,,,15595,,,1.90%,$7 ,,4.80%,0%,0.17,66,62,1%,1,27%,68%,0.05,50.8M,29.90%,Asia,$0B,$0B,12/1/2007
2.60%,0.328,2699,Below Threshold,$398 ,1.5-3%,66,Moderate,Nepal,31,,9308,$0 ,$10B,5.50%,$23 ,408,4.20%,1%,0.08,67,65,13%,1,39%,57%,0.046,26.0M,15.80%,Asia,$0B,$0B,12/1/2007
2.80%,0.402,158895,Below Threshold,$930 ,1.5-3%,66,Moderate,Pakistan,24,,83538,$0 ,$152B,3.50%,$31 ,560,7.80%,7%,0.118,66,65,38%,1,37%,59%,0.042,163.9M,35.40%,Asia,$1B,$2B,12/1/2007
2.60%,0.491,69669,Below Threshold,"$1,681 ",1.5-3%,68,Moderate,Philippines,47,,38514,$0 ,$149B,3.90%,$65 ,195,2.70%,6%,0.087,71,64,65%,1,36%,60%,0.035,88.9M,46.10%,Asia,$6B,$2B,12/1/2007
1.00%,0.232,17866,Below Threshold,"$39,224 ",Below 1.5%,81,Very Friendly,Singapore,5,,21819,"$37,504 ",$180B,3.50%,"$1,333 ",80,0.20%,70%,0.053,83,78,125%,1,18%,73%,0.085,4.6M,100.00%,Asia,$9B,$13B,12/1/2007
1.90%,0.617,12457,Below Threshold,"$1,614 ",1.5-3%,74,Friendly,Sri Lanka,40,,9261,$0 ,$32B,3.70%,$59 ,256,1.10%,4%,0.171,77,70,39%,1,25%,68%,0.073,20.0M,18.40%,Asia,$1B,$1B,12/1/2007
3.10%,0.8,3223,Below Threshold,$523 ,Above 3%,67,Moderate,Tajikistan,62,,2583,$0 ,$4B,5.30%,$28 ,224,5.00%,7%,0.227,70,63,30%,1,37%,59%,0.036,7.1M,26.50%,Asia,$0B,$0B,12/1/2007
1.20%,0.374,262205,Below Threshold,"$3,738 ",Below 1.5%,73,Very Friendly,Thailand,33,,104886,$0 ,$247B,3.60%,$133 ,264,1.40%,20%,0.071,76,70,80%,1,21%,71%,0.082,66.1M,40.10%,Asia,$21B,$7B,12/1/2007
3.70%,0.484,183,Below Threshold,$550 ,Above 3%,65,Low,Timor-Leste,158,,61,$0 ,$1B,8.00%,$41 ,640,5.90%,0%,0.15,66,63,8%,1,48%,49%,0.029,1.0M,27.60%,Asia,$0B,$0B,12/1/2007
2.20%,,53516,Below Threshold,"$2,607 ",1.5-3%,65,Not Clustered,Turkmenistan,,,22367,$0 ,$13B,2.10%,$113 ,,5.50%,1%,,69,61,8%,1,31%,65%,0.044,4.9M,47.60%,Asia,,,12/1/2007
2.30%,0.903,116944,Below Threshold,$830 ,1.5-3%,68,Low,Uzbekistan,15,,48718,$0 ,$22B,5.40%,$46 ,196,4.40%,8%,,71,64,21%,1,32%,64%,0.046,26.9M,36.40%,Asia,$0B,,12/1/2007
1.70%,0.399,113651,Below Threshold,$919 ,1.5-3%,75,Friendly,Vietnam,39,,45777,$0 ,$77B,7.10%,$58 ,"1,050",2.20%,21%,0.112,80,70,52%,1,25%,68%,0.066,84.2M,28.50%,Asia,$4B,$1B,12/1/2007
1.30%,0.459,4056,Below Threshold,"$3,639 ",Below 1.5%,77,Friendly,Albania,36,,2025,$0 ,$11B,6.40%,$218 ,364,1.70%,15%,0.141,80,73,73%,1,25%,66%,0.092,2.9M,48.90%,Europe,$1B,$1B,12/1/2007
1.00%,,539,Below Threshold,"$39,923 ",Below 1.5%,,Not Clustered,Andorra,,,,"$37,504 ",$3B,6.20%,"$3,012 ",,0.30%,71%,,,,78%,1,,,,0.1M,89.40%,Europe,,,12/1/2007
0.90%,0.524,69141,Below Threshold,"$45,181 ",Below 1.5%,80,Very Friendly,Austria,25,,33393,"$42,192 ",$375B,10.30%,"$4,636 ",170,0.40%,69%,,83,77,119%,1,16%,68%,0.167,8.3M,65.80%,Europe,$21B,$13B,12/1/2007
1.10%,1.208,60282,Below Threshold,"$4,736 ",Below 1.5%,71,Friendly,Belarus,48,,28039,"$4,688 ",$45B,6.40%,$304 ,987,0.60%,20%,0.086,76,65,73%,1,15%,71%,0.145,9.6M,73.30%,Europe,$0B,$1B,12/1/2007
1.20%,0.573,103215,Below Threshold,"$43,255 ",Below 1.5%,80,Very Friendly,Belgium,4,,57019,"$42,192 ",$460B,9.50%,"$4,136 ",156,0.40%,64%,0.086,83,77,101%,1,17%,66%,0.172,10.6M,97.50%,Europe,$12B,$19B,12/1/2007
0.80%,0.428,27884,Below Threshold,"$3,950 ",Below 1.5%,76,Moderate,Bosnia and Herzegovina,63,,5305,$0 ,$15B,8.60%,$341 ,368,0.70%,28%,0.072,78,73,63%,1,18%,68%,0.14,3.9M,39.20%,Europe,$1B,$0B,12/1/2007
1.00%,0.358,52812,Below Threshold,"$5,581 ",Below 1.5%,73,Friendly,Bulgaria,32,,20117,"$4,688 ",$42B,6.80%,$375 ,616,1.20%,34%,0.1,76,69,131%,1,13%,69%,0.177,7.5M,71.30%,Europe,$4B,$2B,12/1/2007
0.90%,0.214,24389,Below Threshold,"$13,372 ",Below 1.5%,76,Friendly,Croatia,22,,9325,"$9,376 ",$59B,7.50%,"$1,008 ",196,0.50%,41%,0.093,79,72,115%,1,16%,67%,0.173,4.4M,56.80%,Europe,$10B,$1B,12/1/2007
1.20%,,8196,Below Threshold,"$20,545 ",Below 1.5%,79,Very Friendly,Cyprus,,,2437,"$18,752 ",$22B,6.10%,"$1,691 ",,0.40%,41%,0.067,81,77,93%,1,19%,70%,0.11,1.1M,68.00%,Europe,$3B,$2B,12/1/2007
1.10%,0.477,123948,Below Threshold,"$17,524 ",Below 1.5%,77,Friendly,Czech Republic,17,,45845,"$14,064 ",$180B,6.50%,"$1,144 ",808,0.40%,52%,0.058,80,74,128%,1,14%,71%,0.145,10.3M,73.50%,Europe,$8B,$4B,12/1/2007
1.20%,0.32,50253,Below Threshold,"$57,021 ",Below 1.5%,79,Very Friendly,Denmark,6,,19763,"$56,256 ",$311B,10.00%,"$5,710 ",135,0.40%,85%,,81,76,115%,1,19%,66%,0.156,5.5M,86.30%,Europe,$6B,$9B,12/1/2007
1.20%,0.484,18845,Below Threshold,"$16,405 ",Below 1.5%,73,Very Friendly,Estonia,7,,5624,"$14,064 ",$22B,5.10%,$835 ,81,0.50%,66%,0.065,79,67,128%,1,15%,68%,0.172,1.3M,68.50%,Europe,$1B,$1B,12/1/2007
1.40%,,774,Below Threshold,"$45,975 ",Below 1.5%,81,Not Clustered,Faeroe Islands,,,,"$42,192 ",$2B,,,,,76%,,83,78,105%,1,,,,0.0M,40.30%,Europe,,,12/1/2007
1.10%,0.478,63982,Below Threshold,"$46,538 ",Below 1.5%,80,Very Friendly,Finland,14,,36803,"$42,192 ",$246B,8.00%,"$3,751 ",269,0.30%,81%,,83,76,115%,1,17%,67%,0.163,5.3M,83.20%,Europe,$4B,$5B,12/1/2007
1.30%,0.65,375882,Below Threshold,"$40,342 ",Below 1.5%,82,Very Friendly,France,7,,263542,"$37,504 ","$2,582B",10.90%,"$4,413 ",132,0.40%,66%,,85,78,89%,1,18%,65%,0.165,64.0M,77.60%,Europe,$64B,$46B,12/1/2007
0.80%,0.49,784016,Below Threshold,"$40,403 ",Below 1.5%,80,Very Friendly,Germany,18,,330719,"$37,504 ","$3,324B",10.50%,"$4,231 ",196,0.40%,75%,,82,77,115%,1,14%,66%,0.198,82.3M,73.70%,Europe,$49B,$97B,12/1/2007
1.00%,0.489,98246,Below Threshold,"$27,361 ",Below 1.5%,80,Friendly,Greece,38,,30217,"$23,440 ",$305B,9.80%,"$2,682 ",264,0.40%,36%,,82,77,111%,1,14%,67%,0.188,11.2M,75.20%,Europe,$16B,$3B,12/1/2007
1.00%,0.553,55859,Below Threshold,"$13,535 ",Below 1.5%,73,Friendly,Hungary,16,,26729,"$9,376 ",$136B,7.70%,"$1,038 ",340,0.70%,53%,0.091,77,69,110%,1,15%,69%,0.161,10.1M,67.40%,Europe,$6B,$3B,12/1/2007
1.50%,0.262,2310,Below Threshold,"$65,566 ",1.5-3%,82,Very Friendly,Iceland,5,,4836,"$60,944 ",$20B,9.30%,"$6,182 ",140,0.20%,91%,0.193,83,80,107%,1,22%,67%,0.118,0.3M,93.30%,Europe,$1B,$1B,12/1/2007
1.60%,0.253,44583,Below Threshold,"$59,008 ",1.5-3%,80,Very Friendly,Ireland,13,,15120,"$56,256 ",$260B,7.90%,"$4,733 ",76,0.40%,61%,,82,77,116%,1,21%,68%,0.111,4.4M,61.00%,Europe,$9B,$9B,12/1/2007
1.10%,,,Below Threshold,"$49,817 ",Below 1.5%,,Not Clustered,Isle of Man,,,,"$46,880 ",$4B,,,,,,,,,,1,,,,0.1M,51.90%,Europe,,,12/1/2007
1.00%,0.754,462676,Below Threshold,"$36,400 ",Below 1.5%,82,Friendly,Italy,13,,179599,"$32,816 ","$2,127B",8.50%,"$3,058 ",340,0.40%,41%,0.063,84,79,151%,1,14%,66%,0.199,58.4M,68.00%,Europe,$46B,$33B,12/1/2007
1.90%,,,Below Threshold,"$2,736 ",1.5-3%,69,Friendly,Kosovo,,,2045,$0 ,$5B,,,,,,0.141,71,67,,1,,,,1.7M,,Europe,,,12/1/2007
1.10%,0.364,7928,Below Threshold,"$13,073 ",Below 1.5%,72,Very Friendly,Latvia,16,,4796,"$9,376 ",$29B,7.00%,$883 ,279,1.00%,59%,0.109,77,66,102%,1,14%,68%,0.178,2.2M,67.90%,Europe,$1B,$1B,12/1/2007
1.00%,,,Below Threshold,"$130,349 ",Below 1.5%,82,Not Clustered,Liechtenstein,,,,"$126,576 ",$5B,,,,,65%,,84,79,91%,1,,,,0.0M,14.60%,Europe,,,12/1/2007
1.00%,0.462,15137,Below Threshold,"$12,170 ",Below 1.5%,71,Very Friendly,Lithuania,26,,9460,"$9,376 ",$39B,6.20%,$725 ,166,0.70%,50%,0.069,77,65,154%,1,16%,69%,0.154,3.2M,66.80%,Europe,$1B,$1B,12/1/2007
1.10%,0.2,10869,Below Threshold,"$106,920 ",Below 1.5%,80,Friendly,Luxembourg,26,,4209,"$103,136 ",$51B,6.80%,"$7,326 ",59,0.20%,79%,,82,77,144%,1,18%,68%,0.143,0.5M,87.40%,Europe,$4B,$3B,12/1/2007
1.10%,0.203,11379,Below Threshold,"$3,892 ",Below 1.5%,75,Very Friendly,"Macedonia, FYR",15,,3045,$0 ,$8B,7.00%,$272 ,192,1.10%,36%,0.102,77,72,86%,1,19%,70%,0.114,2.1M,57.20%,Europe,$0B,$0B,12/1/2007
0.90%,,2725,Below Threshold,"$18,474 ",Below 1.5%,80,Friendly,Malta,,,878,"$14,064 ",$8B,8.50%,"$1,580 ",,0.60%,47%,0.062,82,78,88%,1,16%,70%,0.138,0.4M,94.10%,Europe,$1B,$0B,12/1/2007
1.20%,0.425,4686,Below Threshold,"$1,231 ",Below 1.5%,68,Friendly,Moldova,23,,3342,$0 ,$4B,10.90%,$134 ,234,1.70%,21%,0.188,72,64,51%,1,18%,71%,0.113,3.6M,45.10%,Europe,$0B,$0B,12/1/2007
,,,Below Threshold,"$170,633 ",Above 3%,,Not Clustered,Monaco,,,,"$168,768 ",$6B,3.40%,"$5,671 ",,0.40%,64%,,,,58%,1,,,,0.0M,100.00%,Europe,,,12/1/2007
1.30%,0.304,2252,Below Threshold,"$5,946 ",Below 1.5%,74,Very Friendly,Montenegro,24,,1086,"$4,688 ",$4B,7.00%,$414 ,372,0.80%,31%,0.092,76,72,146%,1,20%,67%,0.128,0.6M,62.60%,Europe,$1B,$0B,12/1/2007
1.10%,0.418,171766,Below Threshold,"$47,771 ",Below 1.5%,80,Very Friendly,Netherlands,8,,79350,"$46,880 ",$783B,10.80%,"$5,150 ",180,0.40%,86%,0.046,82,78,117%,1,18%,67%,0.144,16.4M,84.50%,Europe,$20B,$19B,12/1/2007
1.20%,0.411,45089,Below Threshold,"$83,556 ",Below 1.5%,81,Very Friendly,Norway,7,,27547,"$79,696 ",$393B,9.50%,"$7,978 ",87,0.30%,87%,0.066,83,78,107%,1,19%,66%,0.147,4.7M,78.20%,Europe,$5B,$13B,12/1/2007
1.00%,0.434,315637,Below Threshold,"$11,157 ",Below 1.5%,76,Very Friendly,Poland,31,,96824,"$9,376 ",$425B,6.30%,$706 ,418,0.60%,49%,,80,71,108%,1,16%,71%,0.133,38.1M,61.20%,Europe,$12B,$8B,12/1/2007
1.00%,0.429,60865,Below Threshold,"$21,981 ",Below 1.5%,79,Very Friendly,Portugal,6,,25302,"$18,752 ",$232B,10.00%,"$2,185 ",328,0.30%,42%,,82,75,128%,1,15%,67%,0.175,10.5M,58.70%,Europe,$13B,$5B,12/1/2007
1.00%,0.456,100960,Below Threshold,"$8,170 ",Below 1.5%,73,Friendly,Romania,9,,39757,"$4,688 ",$171B,5.20%,$414 ,202,1.50%,28%,0.133,76,69,93%,1,15%,70%,0.149,20.9M,53.40%,Europe,$2B,$2B,12/1/2007
1.10%,0.512,1667598,Below Threshold,"$9,145 ",Below 1.5%,68,Moderate,Russian Federation,29,,672591,"$4,688 ","$1,300B",5.40%,$487 ,448,1.20%,25%,0.1,74,61,119%,1,15%,72%,0.137,142.1M,73.60%,Europe,$12B,$23B,12/1/2007
0.90%,,,Below Threshold,"$55,557 ",Below 1.5%,83,Friendly,San Marino,,,,"$51,568 ",$2B,5.00%,"$3,872 ",,0.30%,50%,0.076,85,80,58%,1,,,,0.0M,94.00%,Europe,,,12/1/2007
0.90%,0.358,52251,Below Threshold,"$5,277 ",Below 1.5%,74,Friendly,Serbia,23,,16602,"$4,688 ",$39B,10.40%,$547 ,279,0.70%,33%,0.111,76,71,105%,1,18%,69%,0.139,7.4M,55.10%,Europe,$1B,$1B,12/1/2007
1.00%,0.473,36600,Below Threshold,"$15,649 ",Below 1.5%,75,Very Friendly,Slovak Republic,27,,17850,"$14,064 ",$84B,7.80%,"$1,078 ",325,0.80%,62%,0.08,78,71,112%,1,16%,72%,0.119,5.4M,55.30%,Europe,$2B,$2B,12/1/2007
1.00%,0.384,16212,Below Threshold,"$23,462 ",Below 1.5%,79,Very Friendly,Slovenia,60,,7321,"$23,440 ",$47B,7.90%,"$1,850 ",260,0.30%,57%,0.059,82,75,96%,1,14%,70%,0.16,2.0M,50.30%,Europe,$2B,$1B,12/1/2007
